"ID","Product Reference","Name*","UOM*","Product Category ID*","Product Category Name","Product Type","Sale Price","Purchase Price","Cost Price","Discount Price","Start Date","End Date","Description","Arabic Name","Quantity","Terminal ","Secondary / Default Unit","Secondary / Default Unit Qty","Brand","Product Group","Supplier Name","Active"
"'25004","","VEGONTABLE PULP OF ROASTED EGGPLANT","EA","Raw Materials","Raw Materials","Item","0.1","24.65","24.65","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'300000","","White Kidney Beans 900g","EA","Raw Materials","Raw Materials","Item","0.1","0.1","10","0","2026-01-15 00:00:00","2026-01-15 00:00:00","","","0","","-","0","","","","Yes"
"'301","","Aoun White Fine Burghul 900 Gms","EA","Raw Materials","Raw Materials","Item","0.1","10.13","10.13","0","2026-03-04 00:00:00","2026-03-04 00:00:00","","","0","","-","0","","","","Yes"
"'3010","","Happy Gardens Foul Medamas 400gr 1x24","EA","Raw Materials","Raw Materials","Item","0.1","2","2","0","2025-07-16 00:00:00","2025-07-16 00:00:00","","","0","","-","0","","","","Yes"
"'302","","Aoun Chickpeas 12mm 900gr","EA","10003722","Daily Dish","Item","0.1","10.13","10.13","0","2026-03-04 00:00:00","2026-03-04 00:00:00","","","0","","-","0","","","","Yes"
"'303","","Aruba Drink","EA","Raw Materials","Raw Materials","Item","0.1","5","5","0","2026-03-04 00:00:00","2026-03-04 00:00:00","","","0","","-","0","","","","Yes"
"'371","","Cupcake with custome design","EA","1028429","Sweets","Item","8","2","3","0","2025-12-05 00:00:00","2025-12-05 00:00:00","","","-170","","-","0","","","","Yes"
"'375","","Rice with meat Plate","EA","Meals","Meals","Item","30","0.1","0.1","0","2025-11-20 00:00:00","2025-11-20 00:00:00","","","-20","","-","0","","","","Yes"
"'376","","Rice with Chicken Meal","EA","Meals","Meals","Item","35","0.1","0.1","0","2025-11-20 00:00:00","2025-11-20 00:00:00","","","-20","","-","0","","","","Yes"
"'381","","Coco Mazaya Charcoal 10KG","EA","Raw Materials","Raw Materials","Item","0.1","84","84","0","2025-08-21 00:00:00","2025-08-21 00:00:00","","","0","","-","0","","","","Yes"
"'391","","Kebbeh 2ras","EA","10003744","Appetizers","Item","3.75","0.1","0.1","0","2026-01-22 00:00:00","2026-01-22 00:00:00","","","-250","","-","0","","","","Yes"
"'401","","Tomex coated & salted crunchy fries 6x6mm Offer","EA","Raw Materials","Raw Materials","Item","0.1","0.1","80","0","2026-01-24 00:00:00","2026-01-24 00:00:00","","","0","","-","0","","","","Yes"
"'40106","","Microwave Rectangular 1500ml - 150pcs","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2025-11-03 00:00:00","2025-11-03 00:00:00","","","0","","-","0","","","","Yes"
"'4020","","Al Rayes Echo Foamchlor FC313 5ltr","EA","Raw Materials","Raw Materials","Item","0.1","49","49","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'4021","","Al Rayes Echo Zan BK 1 ltr","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'4026","","Al Rayes Dish Soap Ginger Lemon 5LTR","EA","Raw Materials","Raw Materials","Item","0.1","40","40","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'4027","","Al Rayes Bio Lab Maxi Roll 600 G Green","EA","Raw Materials","Raw Materials","Item","0.1","30","30","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'4030","","FRZ EG Broccoli 2.5KGx4 Hi-Chef","EA","Raw Materials","Raw Materials","Item","0.1","47","47","0","2025-08-26 00:00:00","2025-08-26 00:00:00","","","0","","-","0","","","","Yes"
"'4037","","U shape PET Juice cup 12OZ 1000pc/Box","EA","Raw Materials","Raw Materials","Item","0.1","150","150","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'4038","","Stretch film 2.5Kgx6","EA","Raw Materials","Raw Materials","Item","0.1","100","100","0","2025-10-23 00:00:00","2025-10-23 00:00:00","","","0","","-","0","","","","Yes"
"'4100","","Floor Scrubbing Broom with Stick","EA","Raw Materials","Raw Materials","Item","0.1","15","15","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'4101","","Floor Wiper 45cm with stick","EA","Raw Materials","Raw Materials","Item","0.1","15","15","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'4102","","Soft Broom with Handle 28.5x5x12cm","EA","Raw Materials","Raw Materials","Item","0.1","15","15","0","2025-11-01 00:00:00","2025-11-01 00:00:00","","","0","","-","0","","","","Yes"
"'4105","","Plastic Cup Ushape 12 OZ 1000pcs","EA","Raw Materials","Raw Materials","Item","0.1","210","210","0","2025-11-03 00:00:00","2025-11-03 00:00:00","","","0","","-","0","","","","Yes"
"'4106","","paper cup 4OZ 1000 pcs","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2025-11-03 00:00:00","2025-11-03 00:00:00","","","0","","-","0","","","","Yes"
"'4107","","Aluminum Container 1190 250pcs","EA","Raw Materials","Raw Materials","Item","0.1","150","150","0","2025-11-03 00:00:00","2025-11-03 00:00:00","","","0","","-","0","","","","Yes"
"'411","","Kebbeh Spinach","EA","10003744","Appetizers","Item","40","0.1","0.1","0","2026-02-15 00:00:00","2026-02-15 00:00:00","","","-6","Kitchen","-","0","","","","Yes"
"'421","","Kebbeh Beetroot","EA","10003744","Appetizers","Item","40","0.1","0.1","0","2026-02-15 00:00:00","2026-02-15 00:00:00","","","-8","Kitchen","-","0","","","","Yes"
"'431","","Frikeh Chicken","EA","10004075","Main Dish","Item","240","0.1","0.1","0","2026-02-15 00:00:00","2026-02-15 00:00:00","","","-4","Kitchen","-","0","","","","Yes"
"'441","","Iftar Box","EA","Meals","Meals","Item","45","0.1","0.1","0","2026-02-19 00:00:00","2026-02-19 00:00:00","","","-633","","-","0","","","","Yes"
"'451","","farm Frites - Potato Cubes 20x20mm - 4x2.5kg","EA","Raw Materials","Raw Materials","Item","0.1","80","80","0","2026-02-21 00:00:00","2026-02-21 00:00:00","","","0","","-","0","","","","Yes"
"'461","","Service Charge","EA","10004054","Extras","Item","50","0.1","0.1","0","2026-02-23 00:00:00","2026-02-23 00:00:00","","","0","","-","0","","","","Yes"
"'60030","","Latex Gloves Large","EA","Raw Materials","Raw Materials","Item","0.1","51","51","0","2025-08-28 00:00:00","2025-08-28 00:00:00","","","0","","-","0","","","","Yes"
"'900","","Waiter/Waitress - Monthly Rate 22 Days","EA","10003736","Events","Item","0.1","3200","3200","0","2025-08-22 00:00:00","2025-08-22 00:00:00","","","0","","-","0","","","","Yes"
"'9000","","Delivery Platform Payment","EA","10004054","Extras","Item","100","0.1","0.1","0","2025-09-25 00:00:00","2025-09-25 00:00:00","","","0","","-","0","","","","Yes"
"'LAYLA0001","","Greek Salad","Each","Salads","Salads","Item","29","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سلطة يونانية","0","Kitchen","-","0","","","","Yes"
"'LAYLA0002","","Salata Jabaliyyeh","Each","Salads","Salads","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سلطة جبلية ","0","Kitchen","-","0","","","","Yes"
"'LAYLA0003","","Fattouch","Each","Salads","Salads","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","فتوش","-57","Kitchen","-","0","","","","Yes"
"'LAYLA0004","","Tabbouleh","Each","Salads","Salads","Item","20","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","تبولة","-91.5","Kitchen","-","0","","","","Yes"
"'LAYLA0005","","Rocca Salad","Each","Salads","Salads","Item","25","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سلطة الجرجير","-13","Kitchen","-","0","","","","Yes"
"'LAYLA0006","","Spicy Olives Salad","Each","Salads","Salads","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سلطة الزيتون بالحر","0","Kitchen","-","0","","","","Yes"
"'LAYLA0007","","Layla Special Beets salad","Each","Salads","Salads","Item","29","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سلطة ليلى","0","Kitchen","-","0","","","","Yes"
"'LAYLA0008","","Yougurt & Cucumber Salad","Each","Salads","Salads","Item","15","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","خيار باللبن","-4","Kitchen","-","0","","","","Yes"
"'LAYLA0009","","Hommos","Each","Cold Mezze","Cold Mezze","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حمص","-137.5","Kitchen","-","0","","","","Yes"
"'LAYLA0010","","Hommos Layla","Each","Cold Mezze","Cold Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حمص ليلى","-4","Kitchen","-","0","","","","Yes"
"'LAYLA0011","","Hommos Beiruti","Each","Cold Mezze","Cold Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حمص بيروتي","0","Kitchen","-","0","","","","Yes"
"'LAYLA0012","","Hommos Ras Asfour","Each","Cold Mezze","Cold Mezze","Item","26","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حمص راس عصفور","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0013","","Hommos Shawarma","Each","Cold Mezze","Cold Mezze","Item","26","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حمص شاورما","0","Kitchen","-","0","","","","Yes"
"'LAYLA0014","","Hommos Qawarma","Each","Cold Mezze","Cold Mezze","Item","26","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حمص بالقورما","0","Kitchen","-","0","","","","Yes"
"'LAYLA0015","","Fish Tajen","Each","Cold Mezze","Cold Mezze","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","طاجن سمك","-3","Kitchen","-","0","","","","Yes"
"'LAYLA0016","","Eggplant Moutabal","Each","Cold Mezze","Cold Mezze","Item","20","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","متبل باذنجان","-10","Kitchen","-","0","","","","Yes"
"'LAYLA0017","","Al Raheb Salad","Each","Cold Mezze","Cold Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سلطة الراهب","0","Kitchen","-","0","","","","Yes"
"'LAYLA0018","","Vine Leaves ","Each","Cold Mezze","Cold Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","ورق عنب بالزيت","-3","Kitchen","-","0","","","","Yes"
"'LAYLA0019","","Labneh","Each","Cold Mezze","Cold Mezze","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","لبنة","0","Kitchen","-","0","","","","Yes"
"'LAYLA0020","","Labneh with Gralic & Mint","Each","Cold Mezze","Cold Mezze","Item","20","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","لبنة بالثوم و النعنع","0","Kitchen","-","0","","","","Yes"
"'LAYLA0021","","Beetroots  Moutabal","Each","Cold Mezze","Cold Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","شمندر متبل","0","Kitchen","-","0","","","","Yes"
"'LAYLA0022","","Eggplant Mosakaa","Each","Cold Mezze","Cold Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","مسقعة باذنجان","-3","Kitchen","-","0","","","","Yes"
"'LAYLA0023","","Moujadara with Fried Onion","Each","Cold Mezze","Cold Mezze","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","مجدرة مصفاية ","0","Kitchen","-","0","","","","Yes"
"'LAYLA0024","","Shanklish","Each","Cold Mezze","Cold Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","شنكليش","0","Kitchen","-","0","","","","Yes"
"'LAYLA0025","","Loubieh Bl Zeit","Each","Cold Mezze","Cold Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","لوبية بالزيت","-4","Kitchen","-","0","","","","Yes"
"'LAYLA0026","","Sojok Pomegranate Syrup (120 G)","Each","Hot Mezze","Hot Mezze","Item","34","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سجق بدبس الرمان","0","Kitchen","-","0","","","","Yes"
"'LAYLA0027","","Sojok with Vegetable (120 G)","Each","Hot Mezze","Hot Mezze","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سجق بالخضار","0","Kitchen","-","0","","","","Yes"
"'LAYLA0028","","Makanek Pomegranate Syrup (120 G)","Each","Hot Mezze","Hot Mezze","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","نقانق بدس الرمان","0","Kitchen","-","0","","","","Yes"
"'LAYLA0029","","Makanek With Lemon & Garlic (120 G)","Each","Hot Mezze","Hot Mezze","Item","30","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","نقانق بالليمون والثوم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0030","","Chicken Liver with Lemon & Garlic (150 G)","Each","Hot Mezze","Hot Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كبدة الدجاج بالحامض و الثوم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0031","","Chicken Liver with Ponegranate Syrup (150 G)","Each","Hot Mezze","Hot Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كبدة الدجاج بدبس الرمان","0","Kitchen","-","0","","","","Yes"
"'LAYLA0032","","Kafta Hmaimees","Each","Hot Mezze","Hot Mezze","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كفتة حميميص","0","Kitchen","-","0","","","","Yes"
"'LAYLA0033","","Mutton Liver (150 G)","Each","Hot Mezze","Hot Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كبدة الغنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0034","","MUTTON HEAD","Each","Hot Mezze","Hot Mezze","Item","120","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","راس نيفا غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0035","","Asafir Tyan (6 pieces)","Each","Hot Mezze","Hot Mezze","Item","90","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","عصفور التين ","-6","Kitchen","-","0","","","","Yes"
"'LAYLA0036","","Chicken Wings Provencale (450 G)","Each","Hot Mezze","Hot Mezze","Item","36","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","جوانح دجاج بالكزبرة و الثوم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0037","","Batata Harra","Each","Hot Mezze","Hot Mezze","Item","20","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","بطاطا حرة","-19.5","Kitchen","-","0","","","","Yes"
"'LAYLA0038","","French Fries","Each","Hot Mezze","Hot Mezze","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","بطاطا مقلية","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0039","","Kebbeh 12 pcs","Each","Hot Mezze","Hot Mezze","Item","45","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كبة أقراص","-154","Kitchen","-","0","","","","Yes"
"'LAYLA0040","","Sambousek Lahmeh","Each","Hot Mezze","Hot Mezze","Item","40","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سمبوسك باللحمة (6 حبّات)","-102.5","Kitchen","-","0","","","","Yes"
"'LAYLA0041","","Sambousek Cheese ","Each","Hot Mezze","Hot Mezze","Item","40","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سمبوسك باللجبنة (6 حبّات)","-6","Kitchen","-","0","","","","Yes"
"'LAYLA0042","","Cheese & Basterma Roll (6 pcs)","Each","Hot Mezze","Hot Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","رقائق البسترما بالجبنة (6 حبّات)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0043","","Cheese Roll (6 pcs)","Each","Hot Mezze","Hot Mezze","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","رقائق بالجبنة (6 حبّات)","-5","Kitchen","-","0","","","","Yes"
"'LAYLA0044","","Fatayer Spinach (6 pcs)","Each","Hot Mezze","Hot Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","فطائر السبانخ (6 حبّات)","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0045","","Fatayer Green Zaatar  (6 pcs)","Each","Hot Mezze","Hot Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","فطائر بالزعتر الأخضر (6 حبّات)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0046","","Fatayer Potato (6 pcs)","Each","Hot Mezze","Hot Mezze","Item","22","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","فطائر بالبطاطا (6 حبّات)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0047","","Fatayer Bakleh (6 pcs)","Each","Hot Mezze","Hot Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","فطائر البقلة (6 حبّات)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0048","","Mix Moajanat ","Each","Hot Mezze","Hot Mezze","Item","45","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","معجنات مشكلة  حبة","-7","Kitchen","-","0","","","","Yes"
"'LAYLA0049","","Grilled Halloumi","Each","Hot Mezze","Hot Mezze","Item","29","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","حلوم مشوي","0","Kitchen","-","0","","","","Yes"
"'LAYLA0050","","Bayd Ghanam (150 G)","Each","Hot Mezze","Hot Mezze","Item","24","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","بيض غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0051","","Lamb Brains (150 G)","Each","Hot Mezze","Hot Mezze","Item","25","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","نخاعات غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0052","","Lamb tongues (180 G)","Each","Hot Mezze","Hot Mezze","Item","28","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","لسانات غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0053","","Shawarma Chicken","Each","Sandwiches","Sandwiches","Item","15","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","شاورما دجاج","-73","Kitchen","-","0","","","","Yes"
"'LAYLA0054","","Shawarma Meat","Each","Sandwiches","Sandwiches","Item","16","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","شاورما لحمة","-54","Kitchen","-","0","","","","Yes"
"'LAYLA0055","","Sojok","Each","Sandwiches","Sandwiches","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سجق","0","Kitchen","-","0","","","","Yes"
"'LAYLA0056","","Makanek","Each","Sandwiches","Sandwiches","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","مقانق","0","Kitchen","-","0","","","","Yes"
"'LAYLA0057","","Chicken Liver","Each","Sandwiches","Sandwiches","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سودة الدجاج","-1","Kitchen","-","0","","","","Yes"
"'LAYLA0058","","Kafta","Each","Sandwiches","Sandwiches","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كفتة","0","Kitchen","-","0","","","","Yes"
"'LAYLA0059","","Shish Taouk","Each","Sandwiches","Sandwiches","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","شيش طاووق","-8","Kitchen","-","0","","","","Yes"
"'LAYLA0060","","Chekaf","Each","Sandwiches","Sandwiches","Item","19","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","شقف","0","Kitchen","-","0","","","","Yes"
"'LAYLA0061","","Kafta Djej","Each","Sandwiches","Sandwiches","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","كفتة دجاج","0","Kitchen","-","0","","","","Yes"
"'LAYLA0062","","Chicken Marrouch","Each","Sandwiches","Sandwiches","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","دجاج مروش","0","Kitchen","-","0","","","","Yes"
"'LAYLA0063","","Sawdit Ghanam","Each","Sandwiches","Sandwiches","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سودة غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0064","","Special Layla sandwich","Each","Sandwiches","Sandwiches","Item","20","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","سندويس ليلى ","0","Kitchen","-","0","","","","Yes"
"'LAYLA0065","","Grilled Lamb Burger (Platter)","Each","Sandwiches","Sandwiches","Item","35","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","برغر غنم مشوي (صحن)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0066","","Grilled Chicken Burger (Platter)","Each","Sandwiches","Sandwiches","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","برغر دجاج (صحن)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0067","","Bayd Ghanam","Each","Sandwiches","Sandwiches","Item","18","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","بيض غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0068","","Lamb Brains","Each","Sandwiches","Sandwiches","Item","17","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","نخاعات غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0069","","Lamb tongues","Each","Sandwiches","Sandwiches","Item","19","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","لسانات غنم","0","Kitchen","-","0","","","","Yes"
"'LAYLA0070","","Farrouj Mechwi (1000 G)","Each","From the Grill","From the Grill","Item","49","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","فروج مشوي","-9","Kitchen","-","0","","","","Yes"
"'LAYLA0071","","Farrouj Mechwi  (Half) (500 G)","Each","From the Grill","From the Grill","Item","28","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","نصف فروج مشوي","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0072","","Kafta Plate (3 skewers)","Each","From the Grill","From the Grill","Item","49","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن كفتة","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0073","","Taouk Plate ","Each","From the Grill","From the Grill","Item","42","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن طاووق","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0074","","Chekaf Plate (3 skewers)","Each","From the Grill","From the Grill","Item","62","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن شقف","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0075","","Kafta Djej Plate (3 skewers)","Each","From the Grill","From the Grill","Item","40","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن كفتة دجاج","0","Kitchen","-","0","","","","Yes"
"'LAYLA0076","","Lamb Chops Plate (450 G)","Each","From the Grill","From the Grill","Item","75","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن ريش مشوي","0","Kitchen","-","0","","","","Yes"
"'LAYLA0077","","Mix Grill Platter (4 skewers)","Each","From the Grill","From the Grill","Item","62","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن مشاوي مشكل","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0078","","Shawarma Meat Plate (220 G)","Each","From the Grill","From the Grill","Item","38","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن شورما لحمة","0","Kitchen","-","0","","","","Yes"
"'LAYLA0079","","Shawarma Chicken Plate (220 G)","Each","From the Grill","From the Grill","Item","36","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن شورما دجاج","0","Kitchen","-","0","","","","Yes"
"'LAYLA0080","","Grilled Shrimp Plate (380 G)","Each","From the Grill","From the Grill","Item","75","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","روبيان مشوي","0","Kitchen","-","0","","","","Yes"
"'LAYLA0081","","Arayes Kafta Plate (150 G)","Each","From the Grill","From the Grill","Item","28","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","صحن عرايس كفتة","-1","Kitchen","-","0","","","","Yes"
"'LAYLA0082","","Tochka (150 G)","Each","From the Grill","From the Grill","Item","32","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","طوشكا","0","Kitchen","-","0","","","","Yes"
"'LAYLA0083","","Kafta (KG)","Each","From the Grill","From the Grill","Item","145","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00",""," كفتة (كيلو)","-1","Kitchen","-","0","","","","Yes"
"'LAYLA0084","","Taouk (KG)","Each","From the Grill","From the Grill","Item","120","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00",""," طاووق (كيلو)","-2","Kitchen","-","0","","","","Yes"
"'LAYLA0085","","Chekaf (KG)","Each","From the Grill","From the Grill","Item","165","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00",""," شقف (كيلو)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0086","","Kafta Djej (KG)","Each","From the Grill","From the Grill","Item","90","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00",""," كفتة دجاج (كيلو)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0087","","Lamb Chops (KG)","Each","From the Grill","From the Grill","Item","175","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00",""," ريش مشوي (كيلو)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0088","","Mix Grill (KG)","Each","From the Grill","From the Grill","Item","130","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00",""," مشاوي مشكل (كيلو)","-3","Kitchen","-","0","","","","Yes"
"'LAYLA0089","","Grilled Shrimp (KG)","Each","From the Grill","From the Grill","Item","180","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","روبيان مشوي (كيلو)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0090","","Syrian Lamb Shank  (choice of Rice Majbous - Bukhari - Biryani - Mandi)","Each","Meals","Meals","Item","75","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","موزات غنم سوري (اختيار الارز من المجبوس -  البخاري - مطبق - مندي)","0","Kitchen","-","0","","","","Yes"
"'LAYLA0091","","Australian Lamb Shank  (choice of Rice Majbous - Bukhari - Moutabaq - Mandi)","Each","Meals","Meals","Item","35","0.01","0.01","0","2025-03-26 00:00:00","2025-03-26 00:00:00","","موزات غنم استرالي (اختيار الارز من المجبوس -  البخاري - مطبق - مندي)","0","Kitchen","-","0","","","","Yes"
