Document no,Date Ordered,Supplier,Product,UOM,Unit Price,Qty Ordered,Line Amt,Discount,Document Status
800232,2025-11-03 12:02:20,Qnited Trading Company,Vizyon White Sugar Paste 1kgx12Pcs_19017,Each,180,1,180,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,SUGAR PASTE COLOR 1KG_19009,Each,16,5,80,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,SUGAR PASTE black 1KG X 12PCS_19006,Each,16,5,80,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,WHITE COMPOUND BLOCKS 2.5KG_19013,Each,45,2,90,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,1,45,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,Spiral Whipping Cream 1 Ltrx12pcs_19021,Each,140,2,280,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,Campina Butter Sheet 2x5_19051,Each,500,1,500,0,Completed
800232,2025-11-03 12:02:20,Qnited Trading Company,Vizyon Baking Powder 2Kg_19025,Each,35,1,35,0,Completed
800233,2025-11-03 13:04:34,Al Hattab For Food Stuffs & Trading,Fresh Eggs Grade A -_21010,Each,230,3,690,0,Completed
800233,2025-11-03 13:04:34,Al Hattab For Food Stuffs & Trading,Flour Turkey 50 Kgs_19035,Each,88,2,176,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,Aluminum Container 1190 250pcs_4107,Each,150,1,150,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,U shape PET Juice cup 12OZ 1000pc/Box_4037,Each,210,1,210,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,Plastic Rectangular Container 1500 - 300pcs_12023,Each,172,2,344,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,paper cup 4OZ 1000 pcs_4106,Each,80,1,80,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,RP Kraft Salad Bowl - 75o ML 300pcs_12004,Each,140,2,280,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,Black Base 2 compartement RE 2/32 - 150pcs/Ctn_12067,Each,103,1,103,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,Qnited Black Container RE32 - 150pcs/Ctn_12059,Each,67,1,67,0,Completed
800234,2025-11-03 13:15:01,Qnited Trading Company,Microwave Rectangular 1500ml - 150pcs_40106,Each,80,2,160,0,Completed
800235,2025-11-03 14:47:07,Friendly Food Qatar w.l.l.,GRANORO - LASAGNE ALL' UOVO (12X500G) (120)_18050,Each,116,2,232,0,Completed
800236,2025-11-05 15:53:12,Qnited Trading Company,White Plastic bag 20pkt_12015,Each,35,1,35,0,Completed
800236,2025-11-05 15:53:12,Qnited Trading Company,Garbage Bag - 90*110 (12KG)_12000,Each,52,1,52,0,Completed
800236,2025-11-05 15:53:12,Qnited Trading Company,Q Paper Napkins 33x33cm - CTN_12027,Each,61,2,122,0,Completed
800236,2025-11-05 15:53:12,Qnited Trading Company,Hair Net Black 1000pcs_12005,Each,35,1,35,0,Completed
800236,2025-11-05 15:53:12,Qnited Trading Company,Vinyl Gloves Medium 10pcs_12014,Each,45,2,90,0,Completed
800236,2025-11-05 15:53:12,Qnited Trading Company,Vinyl Gloves large 10pkts_12070,Each,45,1,45,0,Completed
800237,2025-11-06 10:15:19,Qnited Trading Company,Qnited Cling Film Jumbo 6 Kgs Import Quality_12075,Each,37,4,148,0,Completed
800238,2025-11-06 13:44:54,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,10,90,0,Completed
800238,2025-11-06 13:44:54,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,10,290,0,Completed
800238,2025-11-06 13:44:54,Fahed Foods w.l.l.,FZ EG Strawberry 1kgx8 Vegie-Tut_18009,Each,60,1,60,0,Completed
800238,2025-11-06 13:44:54,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,29,20,580,0,Completed
800238,2025-11-06 13:44:54,Fahed Foods w.l.l.,Aviko Crunchy Crispy 9.5mm_18037,Each,90,2,180,0,Completed
800239,2025-11-06 13:47:18,Tredos Trading,Hash Brown Triangular 4x2.5Kgs_18022,Each,90,2,180,0,Completed
800239,2025-11-06 13:47:18,Tredos Trading,Mozzarella Sticks _1755960205677,Eachch,175,2,350,0,Completed
800240,2025-11-06 13:50:57,Ideal Qatar,BM Tomato Paste 650 GR - Lebanon_21019,Each,8.5,12,102,0,Completed
800240,2025-11-06 13:50:57,Ideal Qatar,Happy Gardens Foul Medamas 400gr 1x24_21024,Each,2,24,48,0,Completed
800241,2025-11-10 10:08:37,BRF,Sadia Whole Chicken 1100 Gms - 10 Pcs/Ctn_16009,Each,99,10,990,0,Completed
800242,2025-11-10 10:31:31,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,3,174,0,Completed
800243,2025-11-10 10:34:30,Gulf Center,Frozen Mackerel Whole 10kgs_18034,Each,60,2,120,0,Completed
800244,2025-11-10 10:41:18,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,159,6,954,0,Completed
800245,2025-11-10 16:15:50,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,36,470.16,0,Completed
800245,2025-11-10 16:15:50,Ideal Qatar,Aoun Green Lentils 900 Gr 1x20_17022,Each,9.5,10,95,0,Completed
800245,2025-11-10 16:15:50,Ideal Qatar,LEBANON 5283000909763 AOUN PARBOILED RICE 2KG_17002,Each,14.4,10,144,0,Completed
800245,2025-11-10 16:15:50,Ideal Qatar,Aoun Lime_17020,Each,10.2,10,102,0,Completed
800246,2025-11-10 16:24:29,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,29,40,1160,0,Completed
800247,2025-11-10 16:26:22,Benina Food,Talmera Cheddar Block - Mild White 2.27_13016,Each,77.18,1,77.18,0,Completed
800247,2025-11-10 16:26:22,Benina Food,Talmera - 160 Slice American Cheese Colored - 2.27Kg_13013,Each,56.75,1,56.75,0,Completed
800247,2025-11-10 16:26:22,Benina Food,Benina - Parmesan Grana Moravia Cheese 5 Kg_13001,Each,250,1,250,0,Completed
800247,2025-11-10 16:26:22,Benina Food,Lexquis- Emmental Block_13010,Each,35.72,4,142.88,0,Completed
800247,2025-11-10 16:26:22,Benina Food,Dodoni - Feta Cheese 200 GRS_13002,Each,14.5,12,174,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,Black Round Container - RO16_12043,Each,40,1,40,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,Black portion cup 2 OZ with lid 2000pcs_12071,Each,95,1,95,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,M | W Plastic Container 250ml (500pcs)_12025,Each,50,2,100,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,Aluminum Tray Oval Shape Large 100pcs_12072,Each,50,2,100,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,paper cup 4OZ 1000 pcs_4106,Each,80,1,80,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,Qnited Portion Cup Clear 4OZ 1000pcs_12052,Each,70,1,70,0,Completed
800248,2025-11-12 15:49:25,Qnited Trading Company,Aluminum Foil - 6pcs (1.5kg)_12021,Each,125,2,250,0,Completed
800249,2025-11-12 17:11:47,Qnited Trading Company,Vizyon White Sugar Paste 1kgx12Pcs_19017,Each,180,2,360,0,Completed
800250,2025-11-15 11:50:57,Friendly Food Qatar w.l.l.,White Chunk Tuna in Sunflower Oil 6x1.8KG_21034,Each,230,1,230,0,Completed
800250,2025-11-15 11:50:57,Friendly Food Qatar w.l.l.,GRANORO PENNE RIGATE 24X500G (1026)_14002,Each,129.6,1,129.6,0,Completed
800250,2025-11-15 11:50:57,Friendly Food Qatar w.l.l.,"GRANORO DEDICATO ""NIDI FETTUCCINE"" 12X500G (48082)_14003",Each,90,1,90,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Green Beans - Cut 4x2.5KG_18018,Each,60,1,60,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Barilla Spaghetti (No.5)_10016,Each,150,1,150,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Tomex Mix Vegetables 4x2.5KG_18011,Each,40,2,80,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Green Peas - Medium Fine 4x2.5KG_18014,Each,63,1,63,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Tomex Spinach Leaf 4x2.5kgs_18031,Each,55,1,55,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Tomex Frozen Sweet Corn 4x2.5KG_18000,Each,95,1,95,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Whole Peeled Tomatoes 6x2.5KG_21015,Each,90,1,90,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800251,2025-11-15 11:52:22,Tredos Trading,White Chunk Tuna in Sunflower Oil 6x1.8KG_21034,Each,230,1,230,0,Completed
800252,2025-11-15 12:16:02,Fahed Foods w.l.l.,Aviko Crunchy Crispy 9.5mm_18037,Each,90,2,180,0,Completed
800252,2025-11-15 12:16:02,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,10,290,0,Completed
800253,2025-11-15 12:39:33,Ideal Qatar,BM CUCUMBER PICKLES BARREL_21032,Each,83.3,2,166.6,0,Completed
800253,2025-11-15 12:39:33,Ideal Qatar,LEBANON 5283000909763 AOUN PARBOILED RICE 2KG_17002,Each,14.4,10,144,0,Completed
800253,2025-11-15 12:39:33,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,2,325.12,0,Completed
800254,2025-11-16 11:16:21,Al Majed Marketing & Distribution,Zeeba Rice 3 kgs x12_17000,Each,144,2,288,0,Completed
800255,2025-11-16 14:02:27,Fahed Foods w.l.l.,Topside Frozen Brazil_15000,Each,29,20,580,0,Completed
800256,2025-11-16 16:02:28,Packon Trading,M/W Rectangular Cont w/Lid 1000ML - 500pcs_12066,Each,155,1,155,0,Completed
800256,2025-11-16 16:02:28,Packon Trading,Black Rect Container RE 32 Pack On 150pcs/ctn_12042,Each,63,2,126,0,Completed
800256,2025-11-16 16:02:28,Packon Trading,Aluminum Container - 73365 1x100_12018,Each,98,1,98,0,Completed
800257,2025-11-17 10:14:19,Bluefin,Topside Chilled South Africa_15009,KG,32,35,1120,0,Completed
800258,2025-11-20 09:00:24,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,90,2,180,0,Completed
800258,2025-11-20 09:00:24,Al Majed Marketing & Distribution,Palm Oil 18 Ltr_21001,Each,82,2,164,0,Completed
800258,2025-11-20 09:00:24,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,2,280,0,Completed
800259,2025-11-20 09:06:36,Al Hattab For Food Stuffs & Trading,Sunflower oil 4x5Lit_21000,Each,115,8,920,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,Qnited 1 Compartement 250pcs/Ctn_12060,Each,85,2,170,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,Aluminum Container - 83185 1x400_12019,Each,1,1,1,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,Maxi 135Mtr 6 pcs_12001,Each,40,1,40,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,Stretch film 2.5Kgx6_4038,Each,100,1,100,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,Garbage Bag - 90*110 (12KG)_12000,Each,48,2,96,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,Black Base 2 compartement RE 2/32 - 150pcs/Ctn_12067,Each,103,2,206,0,Completed
800260,2025-11-26 12:34:41,Qnited Trading Company,QNited Paper Bag 31x36x18 200pcs_12055,Each,140,2,280,0,Completed
800261,2025-11-29 13:56:11,Gulf Center,Frozen Mackerel Whole 10kgs_18034,Each,60,3,180,0,Completed
800262,2025-11-29 14:53:08,Packon Trading,Vinyl Gloves Medium 10pcs_12014,Each,45,2,90,0,Completed
800262,2025-11-29 14:53:08,Packon Trading,RP Kraft Salad Bowl - 75o ML 300pcs_12004,Each,150,1,150,0,Completed
800262,2025-11-29 14:53:08,Packon Trading,White Plastic bag 20pkt_12015,Each,35,2,70,0,Completed
800262,2025-11-29 14:53:08,Packon Trading,Black Round Container - RO16_12043,Each,43,2,86,0,Completed
800262,2025-11-29 14:53:08,Packon Trading,Vinyl Gloves large 10pkts_12070,Each,45,2,90,0,Completed
800263,2025-11-29 15:30:03,Qnited Trading Company,Qnited Paper Bag 27x32x16 200pcs_12056,Each,120,3,360,0,Completed
800264,2025-12-01 14:48:18,Fahed Foods w.l.l.,Topside Chilled South Africa_15009,KG,36,20,720,0,Completed
800264,2025-12-01 14:48:18,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,10,90,0,Completed
800265,2025-12-01 15:13:11,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,3,39.18,0,Completed
800265,2025-12-01 15:13:11,Ideal Qatar,BM Tomato Paste 650 GR - Lebanon_21019,Each,8.5,12,102,0,Completed
800265,2025-12-01 15:13:11,Ideal Qatar,Happy Gardens Chickpeas 9mm-20 kg_21025,Each,180.5,2,361,0,Completed
800265,2025-12-01 15:13:11,Ideal Qatar,Aoun Sumac Powder 500 GR_17024,Each,25.89,8,207.12,0,Completed
800265,2025-12-01 15:13:11,Ideal Qatar,Aoun 7 Spices 500 GR_17023,Each,27.08,2,54.16,0,Completed
800265,2025-12-01 15:13:11,Ideal Qatar,Aoun Cinnamon Powder 500GR_17012,Each,14.5,2,29,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,Campina Butter Sheet 2x5_19051,Each,500,1,500,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,Spiral Whipping Cream 1 Ltrx12pcs_19021,Each,140,2,280,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,Vizyon White Sugar Paste 1kgx12Pcs_19017,Each,180,2,360,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,SUGAR PASTE black 1KG X 12PCS_19006,Each,168,1,168,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,4,180,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,MILK COMPOUND BLOCKS 2.5KG_19014,Each,45,4,180,0,Completed
800266,2025-12-02 17:20:05,Qnited Trading Company,WHITE COMPOUND BLOCKS 2.5KG_19013,Each,45,4,180,0,Completed
800267,2025-12-02 17:36:19,Fahed Foods w.l.l.,Frozen Beef Tenderloin Brazil_15002,Each,60,20,1200,0,Completed
800267,2025-12-02 17:36:19,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,36,40,1440,0,Completed
800268,2025-12-02 18:45:15,Fahed Foods w.l.l.,Aviko Crunchy Crispy 9.5mm_18037,Each,90,3,270,0,Completed
800268,2025-12-02 18:45:15,Fahed Foods w.l.l.,Aviko H Patatas Bravas 4x2500g_18039,Each,110,2,220,0,Completed
800269,2025-12-02 19:08:39,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,90,2,180,0,Completed
800269,2025-12-02 19:08:39,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,2,116,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,Maxi 135Mtr 6 pcs_12001,Each,35,4,140,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,Dish Washing Liquid 20ltr 5x4_12045,Each,33,2,66,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,Yellow Bag Small - 20KG_12033,Each,129,1,129,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,Cling Film 6pcs_12051,Each,77,2,154,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,Plastic Bowl 4OZ - 2000pcs_12024,Each,149,1,149,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,M | W Plastic Container 250ml (500pcs)_12025,Each,63,2,126,0,Completed
800270,2025-12-04 13:24:13,Packon Trading,Black Rect Container RE 32 Pack On 150pcs/ctn_12042,Each,63,2,126,0,Completed
800271,2025-12-06 15:07:21,BRF,Sadia Whole Chicken 1100 Gms - 10 Pcs/Ctn_16009,Each,99,10,990,0,Completed
800272,2025-12-06 15:16:11,Al Majed Marketing & Distribution,Zeeba Rice 3 kgs x12_17000,Each,144,3,432,0,Completed
800272,2025-12-06 15:16:11,Al Majed Marketing & Distribution,White Vinegar 4x3.78ltr_21005,Each,22,2,44,0,Completed
800273,2025-12-06 15:26:12,Fahed Foods w.l.l.,Whole Peeled Tomatoes 6x2.5KG_21015,Each,90,3,270,0,Completed
800273,2025-12-06 15:26:12,Fahed Foods w.l.l.,Frz EG Okra Zero 20gx400 Hi-Chef_18038,Each,83,1,83,0,Completed
800273,2025-12-06 15:26:12,Fahed Foods w.l.l.,FZ EG Strawberry 1kgx8 Vegie-Tut_18009,Each,60,2,120,0,Completed
800273,2025-12-06 15:26:12,Fahed Foods w.l.l.,FZ EG Mango SlicesFahed Food 1Kgx8 / Box_18008,Each,69,2,138,0,Completed
800273,2025-12-06 15:26:12,Fahed Foods w.l.l.,Frz EG Mixed Vegetables 2.5Kgx4 Hi-Chef_18010,Each,34,2,68,0,Completed
800273,2025-12-06 15:26:12,Fahed Foods w.l.l.,FRZ EG Cut Beans 2.5x4kg Hi-Chef_18017,Each,43,2,86,0,Completed
800274,2025-12-07 13:25:38,Bluefin,Eye Round Chilled South African_15010,Each,33,16,528,0,Completed
800275,2025-12-09 15:51:42,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,33,40,1320,0,Completed
800276,2025-12-09 17:15:44,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,48,626.88,0,Completed
800276,2025-12-09 17:15:44,Ideal Qatar,BM CUCUMBER PICKLES BARREL_21032,Each,83.3,2,166.6,0,Completed
800276,2025-12-09 17:15:44,Ideal Qatar,"AOUN WHITE BURGHUL FINE 	4kg_17027",Each,23,5,115,0,Completed
800276,2025-12-09 17:15:44,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,3,487.68,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Sona Masoori Rice 35 Kg_17004,Each,75,2,150,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Fresh Eggs Grade A -_21010,Each,170,3,510,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,156,4,624,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Masoor Dal 15Kg_17007,Each,55,3,165,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Palm Oil 18 Ltr_21001,Each,79,2,158,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Sunflower oil 4x5Lit_21000,Each,112,7,784,0,Completed
800277,2025-12-09 17:44:20,Al Zaman International Catering & Trading,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,138,2,276,0,Completed
800278,2025-12-09 18:06:05,International Foodstuff Group,Al Baladi Dried Moghrabieh 900g_25001,Each,9,12,108,0,Completed
800278,2025-12-09 18:06:05,International Foodstuff Group,Apple Vinegar 500ml_21040,Each,7.5,24,180,0,Completed
800279,2025-12-13 12:53:15,Tredos Trading,Mozarella Sticks 6 KG_19050,Each,175,1,175,0,Completed
800279,2025-12-13 12:53:15,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,1,90,0,Completed
800279,2025-12-13 12:53:15,Tredos Trading,Tomex Spinach Leaf 4x2.5kgs_18031,Each,55,3,165,0,Completed
800280,2025-12-13 13:13:45,Fahed Foods w.l.l.,Aviko Crunchy Crispy 9.5mm_18037,Each,90,3,270,0,Completed
800280,2025-12-13 13:13:45,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,10,290,0,Completed
800280,2025-12-13 13:13:45,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,10,90,0,Completed
800281,2025-12-13 13:19:26,Bluefin,Eye Round Chilled South African_15010,Each,33,20,660,0,Completed
800282,2025-12-14 17:32:34,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,33,20,660,0,Completed
800282,2025-12-14 17:32:34,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,20,180,0,Completed
800282,2025-12-14 17:32:34,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,10,290,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Dodoni - Feta Cheese 200 GRS_13002,Each,14.5,12,174,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Dodoni - Feta Goat Cheese 200 GRS_13003,Each,14,12,168,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Lexquis- Emmental Block_13010,Each,35.72,1,35.72,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Benina - Soy Sauce Original 1.86L_20001,Each,12.5,10,125,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Benina Sweet & Chili Sauce 1.9L_20007,Each,19,2,38,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Benina Pizza Sauce 4.1 Kg_20008,Each,41,1,41,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Beef Jerky Original Flavour 25 G_20009,Each,7.5,4,30,0,Completed
800283,2025-12-15 15:35:11,Benina Food,Talmera Cheddar Block - Mild White 2.27_13016,Each,77.18,1,77.18,0,Completed
800284,2025-12-15 16:00:16,Tredos Trading,White Chunk Tuna in Sunflower Oil 6x1.8KG_21034,Each,230,2,460,0,Completed
800284,2025-12-15 16:00:16,Tredos Trading,Mustard Sauce_21026,Each,120,1,120,0,Completed
800285,2025-12-16 17:14:05,Gulf Center,Frozen Mackerel Whole 10kgs_18034,Each,60,3,180,0,Completed
800286,2025-12-16 17:45:58,BRF,Sadia Whole Chicken 1100 Gms - 10 Pcs/Ctn_16009,Each,99,10,990,0,Completed
800287,2025-12-22 10:00:24,Fahed Foods w.l.l.,Topside Chilled South Africa_15009,KG,33,40,1320,0,Completed
800288,2025-12-22 10:15:03,Qnited Trading Company,Spiral Whipping Cream 1 Ltrx12pcs_19021,Each,135,1,135,0,Completed
800288,2025-12-22 10:15:03,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,1,45,0,Completed
800288,2025-12-22 10:15:03,Qnited Trading Company,SUGAR PASTE COLOR 1KG_19009,Each,18,12,216,0,Completed
800288,2025-12-22 10:15:03,Qnited Trading Company,Icing sugar 2Kg 5 pkt_19031,Each,60,1,60,0,Completed
800288,2025-12-22 10:15:03,Qnited Trading Company,Campina Butter Sheet 2x5_19051,Each,500,1,500,0,Completed
800289,2025-12-25 09:14:41,Al Hattab For Food Stuffs & Trading,Sunflower oil 4x5Lit_21000,Each,115,7,805,0,Completed
800290,2025-12-25 11:39:16,Al Zaman International Catering & Trading,Sona Masoori Rice 35 Kg_17004,Each,75,3,225,0,Completed
800290,2025-12-25 11:39:16,Al Zaman International Catering & Trading,Masoor Dal 15Kg_17007,Each,55,3,165,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Qnited Black Container RE32 - 150pcs/Ctn_12059,Each,67,2,134,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Maxi Roll - 6pcs_12032,Each,18,5,90,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Latex Gloves Large_60030,Each,45,2,90,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Latex Gloves XL_12100,Each,45,1,45,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Q Paper Napkins 33x33cm - CTN_12027,Each,61,2,122,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Cling Film 6pcs_12051,Each,70,2,140,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Microwave Rectangular 1500ml - 150pcs_40106,Each,80,2,160,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Qnited Portion Cup Clear 4OZ 1000pcs_12052,Each,70,1,70,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Paper Cup Double Wall 500pcs_12030,Each,90,2,180,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,U shape PET Juice cup 12OZ 1000pc/Box_4037,Each,150,1,150,0,Completed
800291,2025-12-25 14:07:40,Qnited Trading Company,Wet wipes 7*11cm -1000p_12065,Each,90,1,90,0,Completed
800292,2025-12-25 14:29:20,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,2,360,0,Completed
800292,2025-12-25 14:29:20,Tredos Trading,Whole Peeled Tomatoes 6x2.5KG_21015,Each,90,2,180,0,Completed
800292,2025-12-25 14:29:20,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,1,140,0,Completed
800293,2025-12-25 14:42:48,Fahed Foods w.l.l.,FZ EG Mango SlicesFahed Food 1Kgx8 / Box_18008,Each,69,1,69,0,Completed
800293,2025-12-25 14:42:48,Fahed Foods w.l.l.,FZ EG Strawberry 1kgx8 Vegie-Tut_18009,Each,60,1,60,0,Completed
800293,2025-12-25 14:42:48,Fahed Foods w.l.l.,Aviko Crunchy Crispy 9.5mm_18037,Each,90,3,270,0,Completed
800293,2025-12-25 14:42:48,Fahed Foods w.l.l.,Shrimp Frozen 11/15 1 Kg_18028,Each,28,10,280,0,Completed
800293,2025-12-25 14:42:48,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,10,90,0,Completed
800293,2025-12-25 14:42:48,Fahed Foods w.l.l.,Frz EG Okra Zero 20gx400 Hi-Chef_18038,Each,83,2,166,0,Completed
800294,2025-12-29 11:41:59,Qnited Trading Company,Spiral Whipping Cream 1 Ltrx12pcs_19021,Each,140,2,280,0,Completed
800294,2025-12-29 11:41:59,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,4,180,0,Completed
800294,2025-12-29 11:41:59,Qnited Trading Company,MILK COMPOUND BLOCKS 2.5KG_19014,Each,45,4,180,0,Completed
800294,2025-12-29 11:41:59,Qnited Trading Company,President Butter Sheets_19100,Each,575,1,575,0,Completed
800294,2025-12-29 11:41:59,Qnited Trading Company,Icing sugar 2Kg 5 pkt_19031,Each,60,1,60,0,Completed
800295,2025-12-29 12:03:21,Fahed Foods w.l.l.,Topside Chilled South Africa_15009,KG,33,40,1320,0,Completed
800296,2026-01-03 13:01:36,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,33,40,1320,0,Completed
800296,2026-01-03 13:01:36,Fahed Foods w.l.l.,Frozen Beef Tenderloin Brazil_15002,Each,41,18,738,0,Completed
800296,2026-01-03 13:01:36,Fahed Foods w.l.l.,Frz EG Okra Zero 20gx400 Hi-Chef_18038,Each,83,2,166,0,Completed
800296,2026-01-03 13:01:36,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,20,580,0,Completed
800296,2026-01-03 13:01:36,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,20,180,0,Completed
800297,2026-01-03 14:10:13,Ideal Qatar,Aoun Lime_17020,Each,10.2,10,102,0,Completed
800297,2026-01-03 14:10:13,Ideal Qatar,BM Tomato Paste 650 GR - Lebanon_21019,Each,8.5,36,306,0,Completed
